GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene name
FBgn0020391	219.335482102444	0.549250371154568	0.144503891390668	3.80093827141072	0.000144149212525271	0.00238895562750215	chr2R	13160062	13163484	+	protein_coding	Nrk
FBgn0032078	4743.03585043467	0.352761935792312	0.0929407378577162	3.7955577276819	0.000147311911038983	0.00243670237552245	chr2L	8943454	8951216	-	protein_coding	C1GalTA
FBgn0036059	778.053699376671	-0.446809304817668	0.117737107442824	-3.79497436723293	0.000147658710673845	0.00243777768328136	chr3L	9899240	9903031	+	protein_coding	nudE
FBgn0039804	934.668064559931	-0.419140666669362	0.110461550144644	-3.79444853091883	0.000147971971628531	0.00243829624106365	chr3R	30827818	30842034	+	protein_coding	CG15544
FBgn0035312	222.592370214772	-0.568590087186831	0.149959330488812	-3.79162860579223	0.000149662612895973	0.00246146628167882	chr3L	2172994	2174332	-	protein_coding	CG15820
FBgn0039644	1033.90065934573	0.398943693110672	0.105245906933204	3.79058630150687	0.00015029210031605	0.00246712895604203	chr3R	29158121	29164966	+	protein_coding	rdog
FBgn0039876	243.316279114158	0.545506660449702	0.144045293598505	3.78704952325747	0.000152446724927467	0.00249775874497636	chr3R	31775048	31776652	-	protein_coding	CG2126
FBgn0026150	956.651250038639	0.384932432687543	0.101687795875349	3.78543392915509	0.000153440598696128	0.00250929039569036	chr2L	16908228	16910418	-	protein_coding	ApepP
FBgn0028325	2668.15137514318	-0.368402716365619	0.0973778915023532	-3.78322749324179	0.000154807799809891	0.00252687221916107	chrX	4702283	4705265	+	protein_coding	Pdha
FBgn0035285	925.391993687974	0.376212524604596	0.0995727103441899	3.77826940036234	0.000157921990477786	0.0025728496038104	chr3L	1865429	1869491	+	protein_coding	CG12025
FBgn0050185	450.660310112524	0.452454933181434	0.119988078930908	3.77083237945636	0.000162703936577883	0.0026457739761941	chr2R	23544023	23544901	+	protein_coding	AIMP3
FBgn0051955	449.717778420434	-0.475655927044563	0.12622569325041	-3.76829720476119	0.000164364937940217	0.00266776937733737	chr2L	3711880	3713105	-	protein_coding	CG31955
FBgn0030672	5965.81651364365	-0.372760987112998	0.0989561230581635	-3.76693200575269	0.00016526598774644	0.00267737089886602	chrX	15705805	15710539	-	protein_coding	CG9281
FBgn0038595	142.248502305001	-0.641111531876155	0.170779429712277	-3.75403251408132	0.000174012277011145	0.00281379478209984	chr3R	18278180	18279522	-	protein_coding	CG7142
FBgn0032881	206.600041577055	0.579315845498398	0.154498456174323	3.74965459101253	0.000177078307652392	0.00285803067071053	chr2L	20750933	20752341	-	protein_coding	Amacr
FBgn0265140	5192.95059225705	0.332643920680455	0.0888483947030497	3.74394969984795	0.000181149933353604	0.00291830181274121	chr3R	14664906	14697292	-	protein_coding	Meltrin
FBgn0036688	369.844438293038	0.517153124956209	0.138243236294326	3.7408927830304	0.000183367737200648	0.00294853958089741	chr3L	17024327	17027117	+	protein_coding	Fit2
FBgn0003890	1685.89067006599	-0.528884569472876	0.141747456340785	-3.73117502864635	0.00019058874697313	0.00305896706876539	chr3R	27967007	27988384	-	protein_coding	betaTub97EF
FBgn0267975	1139.88814830893	-0.411932052950508	0.110421527516166	-3.73054115639	0.000191068926733757	0.00306099497254395	chr3R	19215433	19226651	-	protein_coding	vib
FBgn0028540	126.876453702988	-0.680367299522082	0.182453746548353	-3.7289850846761	0.000192252529850267	0.00307426365200491	chr2L	13774339	13780165	-	protein_coding	CG9008
FBgn0262127	3412.76220438749	-0.436183090939333	0.117048216750754	-3.72652487195217	0.000194137923079539	0.00308753439689949	chr3R	14697688	14724261	-	protein_coding	kibra
FBgn0025682	8797.87815340482	-0.338076206444463	0.0907333327821377	-3.7260419746316	0.000194510027315943	0.00308753439689949	chr3L	1298671	1300389	+	protein_coding	scf
FBgn0035173	494.639590294733	0.454030084708426	0.121842649170175	3.72636419021301	0.000194261664633924	0.00308753439689949	chr3L	877290	882013	-	protein_coding	CG13907
FBgn0032420	135.240058573729	0.638991199710674	0.171441107508954	3.72717610726647	0.000193637162595523	0.00308753439689949	chr2L	12171203	12172586	-	protein_coding	CG6583
FBgn0024273	1556.57732255846	-0.374369505208482	0.100573580500692	-3.72234441037829	0.000197381537486191	0.00312165937987758	chr3R	28824505	28832024	-	protein_coding	WASp
FBgn0052687	317.3270739544	-0.478540988750769	0.128543947915954	-3.72278116946939	0.000197040289675743	0.00312165937987758	chrX	10482027	10487205	-	protein_coding	CG32687
FBgn0034636	16.4482463299341	-0.84567672329228	0.227222747797154	-3.72179604150915	0.000197810774344283	0.00312273906724889	chr2R	21560245	21576035	-	protein_coding	twz
FBgn0034894	544.788924630891	-0.455137650088109	0.122389935514259	-3.71875063235966	0.000200210578896347	0.00315486651736301	chr2R	23698948	23702406	-	protein_coding	sigmar
FBgn0259935	53.952524842454	0.791314364476218	0.21286279783371	3.71748550018777	0.000201215531524916	0.00316493738767645	chr3L	7423826	7454717	+	protein_coding	CG42458
FBgn0036821	410.598239013373	-0.869527506231226	0.233998367290696	-3.7159554414797	0.000202437258917755	0.00317837518493193	chr3L	18878249	18890483	-	protein_coding	CG3961
FBgn0263257	81.2540892496189	-0.753020638669699	0.202759799301204	-3.71385571136353	0.000204125206558744	0.00319907094554293	chrX	15386037	15441252	-	protein_coding	Cngl
FBgn0035811	89.7354989598378	0.762943255634287	0.20559337355451	3.71093310277339	0.00020649667398057	0.0032303846774067	chr3L	7719349	7721472	+	protein_coding	Mcad
FBgn0029881	4431.47340026144	-0.444958174889264	0.119943237745051	-3.70973956726979	0.000207472556312321	0.00323979257158464	chrX	6600061	6653015	+	protein_coding	pigs
FBgn0266417	113.404704743918	-0.693450368508312	0.186976066326878	-3.70876541651057	0.000208272269766937	0.0032464205509077	chr3L	16354745	16359428	-	protein_coding	ringer
FBgn0027552	904.10727357135	-0.466228655226178	0.125863911432413	-3.70422824080542	0.000212035283680519	0.00329636139215061	chr3L	3941007	3942465	-	protein_coding	CG10863
FBgn0050359	45.0039679120687	0.817567522376369	0.220726428348617	3.70398564636355	0.000212238272503513	0.00329636139215061	chr2R	8462752	8465092	+	protein_coding	Mal-A5
FBgn0033356	853.660845075891	-0.472270253839991	0.127534810921379	-3.70306938496291	0.000213006593828341	0.0033023656688333	chr2R	8948112	8951086	-	protein_coding	CG8229
FBgn0031914	435.512086063389	-0.46644371816388	0.126508631276334	-3.68705054712844	0.000226868306107729	0.00351097981420029	chr2L	7437491	7445882	+	protein_coding	CG5973
FBgn0036196	190.660699508066	-0.607295376172472	0.16500268027342	-3.68051825077111	0.000232760397859411	0.0035957325033603	chr3L	11699495	11708553	-	protein_coding	CG11658
FBgn0034013	1528.63480876391	0.358831034545612	0.0979274191541734	3.66425499257447	0.000248059562736722	0.00382524648348553	chr2R	15340471	15368300	+	protein_coding	unc-5
FBgn0037074	2795.73959714356	-0.305473436416526	0.0834175960674754	-3.66197841723265	0.000250274949240163	0.00385254196775205	chr3L	21337680	21343716	-	protein_coding	CG7324
FBgn0085354	151.828018566239	0.620897432139462	0.169646232974515	3.65995413663406	0.000252260394856898	0.00387620723962172	chrX	16714448	16721411	-	protein_coding	CG34325
FBgn0033502	85.0691964949956	-0.698283930314334	0.190906977804131	-3.65771821620249	0.000254470584654693	0.00390323586497828	chr2R	10265056	10269205	+	protein_coding	CG12910
FBgn0260429	80.7624219907811	-0.836553536814205	0.228763159014573	-3.65685427853755	0.000255329434051502	0.00390947775925584	chr2R	15613853	15657214	+	protein_coding	CG42524
FBgn0035708	1388.21995490781	-0.403595447533993	0.11049568722126	-3.65259004838643	0.000259608513495912	0.00396797394037656	chr3L	6609324	6619113	+	protein_coding	axed
FBgn0031688	31.9590312595118	0.844628575904451	0.231273838868613	3.65207141471927	0.000260133515441587	0.00396898596487684	chr2L	5207266	5209345	+	protein_coding	Cyp28d2
FBgn0039756	1755.76069612653	0.363990590368135	0.0996985164172776	3.65091280641219	0.000261309948288655	0.00397828389499628	chr3R	30196359	30202998	-	protein_coding	CG9743
FBgn0261109	353.972476089624	0.512633648684579	0.140425783709414	3.65056640698821	0.000261662644347808	0.00397828389499628	chr3L	15578768	15580537	-	protein_coding	mrn
FBgn0034970	1243.03082943287	-0.357998001867601	0.0981233148194639	-3.64844993798138	0.000263827298085665	0.00400415781708613	chr2R	24065974	24068485	-	protein_coding	yki
FBgn0031992	198.519336169728	0.591922683314168	0.162328279095731	3.64645449709405	0.000265883534133215	0.00402829851801479	chr2L	8161795	8162452	-	protein_coding	Acbp1
FBgn0004387	2151.15384709851	-0.344980305348964	0.0946480968207826	-3.64487313466206	0.000267523736538363	0.00404606266572269	chr3R	27547774	27559145	-	protein_coding	Klp98A
FBgn0029147	984.266892787678	0.496077432496876	0.136172148157968	3.64301686657243	0.000269461173942492	0.0040682523835541	chr2R	22127807	22130184	+	protein_coding	NtR
FBgn0014029	3209.29869957985	0.368013074401402	0.101170000561473	3.63757114123756	0.000275221187373952	0.00414797646685028	chr3R	20586128	20588356	-	protein_coding	Sep2
FBgn0013347	603.150129505286	0.432366191685693	0.119108319622503	3.63002511542449	0.000283393643622261	0.00425691043027168	chr3R	23890387	23891060	-	protein_coding	TfIIA-S
FBgn0033224	1467.09747163672	-0.35479458942856	0.0977398495058278	-3.62998911111895	0.000283433176261298	0.00425691043027168	chr2R	7800784	7806385	-	protein_coding	Nop17l
FBgn0010314	332.037720189614	0.54425024001512	0.150010465273245	3.62808180765099	0.000285534793234978	0.00428104245455077	chr2L	9330762	9331981	+	protein_coding	Cks30A
FBgn0031126	358.015503058304	-0.453620883977064	0.125072076466187	-3.62687577270455	0.000286871222796665	0.00429363831905528	chrX	20657121	20661425	+	protein_coding	Cyp6v1
FBgn0039209	1674.54604403036	-0.493820086648421	0.136213830762374	-3.62532999684807	0.000288592695293073	0.00431194370808355	chr3R	24557367	24582864	-	protein_coding	REPTOR
FBgn0030305	507.004915337997	0.456610745327702	0.125986016383868	3.62429703258853	0.000289748458081218	0.00432174812217348	chrX	11483517	11485060	+	protein_coding	Uba5
FBgn0025383	78.8863262908838	-0.728864830658139	0.201749796220684	-3.61271656433729	0.000303005855386184	0.00451004812941902	chrX	1472521	1473727	+	protein_coding	CG14780
FBgn0015288	8580.50783435834	-0.312666200406339	0.086554400861612	-3.61236629557689	0.000303415560203661	0.00451004812941902	chrX	762559	765130	-	protein_coding	RpL22
FBgn0035132	1429.48199867265	-0.346717670110177	0.0960488272563854	-3.60980638716884	0.000306425639465123	0.00454697805662569	chr3L	332800	342915	-	protein_coding	mthl10
FBgn0031952	428.729114809331	-0.439826019861193	0.12188718307451	-3.60846816512551	0.000308010300908719	0.00455486686010483	chr2L	7801667	7810703	-	protein_coding	cdc14
FBgn0028394	149.702761502206	-0.610946908409277	0.16929963578827	-3.60867231382199	0.000307768062356576	0.00455486686010483	chr2L	8529140	8541439	+	protein_coding	CG17834
FBgn0054056	74.7456283763863	-0.720811093096694	0.200267591318128	-3.59923983881982	0.000319148742478058	0.00471152861975713	chr3L	895950	897364	+	protein_coding	CG34056
FBgn0031816	172.757101936185	0.588523070406803	0.163726944664223	3.59454011441897	0.000324965075682112	0.00478922124314472	chr2L	6459014	6465669	-	protein_coding	Rchy1
FBgn0287423	48732.4488501852	-0.726443633253018	0.202325946882091	-3.59046204625631	0.000330092295452443	0.0048565109659168	chr3L	13356375	13357223	+	protein_coding	Nplp2
FBgn0038043	377.567522107068	0.481909902450625	0.134287669685496	3.58863850701457	0.000332409378829755	0.00488229802420409	chr3R	12422767	12423606	+	protein_coding	CG17202
FBgn0265530	46.2772049678839	-0.812528323611461	0.22709382731996	-3.57794103521212	0.000346311549923956	0.00507786647185109	chr2R	16814394	16815495	-	ncRNA	lncRNA:CR44380
FBgn0086757	610.699893723324	-0.392306774615377	0.109853046379589	-3.57119613469607	0.000355354655995102	0.00520164658039531	chr2R	13450585	13453393	+	protein_coding	cbs
FBgn0025683	3193.5832204536	-0.296125381702834	0.0829524618441418	-3.56982029369086	0.000357226203410326	0.00522020926638974	chr2L	122623	130791	-	protein_coding	CG3164
FBgn0037028	318.401228967177	0.515424334638168	0.144466446958152	3.56777885447319	0.000360020151893453	0.00525216582467161	chr3L	20813352	20816075	-	protein_coding	CG3618
FBgn0037718	2576.17250053402	-0.329695555471008	0.0924238386391644	-3.5672133978138	0.000360797651726204	0.00525464728128518	chr3R	9586941	9589581	+	protein_coding	P58IPK
FBgn0030966	247.858850843008	0.511255366450192	0.143345438631099	3.56659668652528	0.000361647416274186	0.00525817108939157	chrX	18846388	18848566	-	protein_coding	shop
FBgn0033153	252.742347264717	0.548012887949432	0.153716888002585	3.56507925102033	0.000363746259992456	0.00527981358254151	chr2R	7249160	7250655	+	protein_coding	Gadd45
FBgn0261550	10489.5229893034	-0.336515210799213	0.0945060290464335	-3.56078034591713	0.000369754302082146	0.00534907101557299	chr3R	20309343	20324196	+	protein_coding	CG42668
FBgn0035766	1626.54188757034	-0.333452183206115	0.0936366854924904	-3.56112757998955	0.000369265593417197	0.00534907101557299	chr3L	7335441	7339340	-	protein_coding	eco
FBgn0031988	1854.6928650985	-0.356182206113115	0.100079210534765	-3.55900295585752	0.000372265342583069	0.005376406475269	chr2L	8127000	8133989	+	protein_coding	CG8668
FBgn0038465	6164.11825980966	-0.334520760106237	0.094083528286934	-3.55557201347745	0.000377157617864423	0.00543798425357521	chr3R	17002874	17007208	+	protein_coding	Irc
FBgn0035850	1314.19050440021	-0.356196184896854	0.100222452486264	-3.55405576355931	0.000379338772263122	0.00546033231089562	chr3L	8186856	8191118	+	protein_coding	Atg18a
FBgn0027945	206.970149357044	0.539950801939979	0.152053691005269	3.55105356779053	0.000383692314878582	0.00551382427909404	chr3L	21280490	21281506	-	protein_coding	ppl
FBgn0000139	648.638301088125	-0.407340418751543	0.114750113114566	-3.54980407160782	0.000385517958685346	0.00553087207394184	chr3R	24650124	24653376	+	protein_coding	ash2
FBti0060355	83.9579211145661	0.700802437906359	0.197624099981896	3.54613854267045	0.000390920626448596	0.00559909658842186	chr2L	22191533	22191799	+	transposable_element	NA
FBgn0010768	336.304538579969	-0.479911418506658	0.135390096560545	-3.54465674150728	0.000393124686449496	0.00560934154568192	chr3R	19164210	19170576	+	protein_coding	sqz
FBgn0003279	63184.3672856885	-0.330688751194022	0.0932850451644827	-3.54492781357336	0.000392720622753733	0.00560934154568192	chr3R	27922820	27924888	+	protein_coding	RpL4
FBgn0034221	140.641568085875	-0.718157975432452	0.202620453430009	-3.54435084551089	0.000393581125676676	0.00560934154568192	chr2R	17453398	17455729	+	protein_coding	CG10764
FBgn0043362	1321.1799840029	-0.332598331944955	0.0939016197486063	-3.54198716524154	0.000397124796537597	0.00565053719547163	chr2L	5907168	5922776	+	protein_coding	bchs
FBgn0286198	4804.81238099601	-0.404488082993087	0.114238575831185	-3.54073114138622	0.000399019956825413	0.00566818004350845	chr2L	7791174	7795959	-	protein_coding	LKRSDH
FBgn0002780	3702.3902318318	-0.320331291188071	0.090596991098984	-3.53578289192944	0.000406568678161051	0.00576594366355942	chr3R	32052059	32054974	+	protein_coding	mod
FBgn0035903	105.310962703977	-0.629753131446296	0.178255380967259	-3.53287024508936	0.000411074174574756	0.00582029899221967	chr3L	8512766	8518738	+	protein_coding	CG6765
FBgn0035644	395.272528459228	-0.474447053365282	0.134351641318641	-3.53138263670361	0.000413393267450572	0.005843570517508	chr3L	5895690	5897435	-	protein_coding	DNApol-epsilon58
FBgn0034403	68.6265090213647	0.746419185872517	0.211679488247349	3.52617625851552	0.000421606274429671	0.00594994433946343	chr2R	18851906	18853043	-	protein_coding	CG18190
FBgn0000928	663.012708048194	0.421550889140826	0.11958452493732	3.52512910313253	0.000423276449351197	0.00596378593377395	chrX	2720467	2724158	+	protein_coding	fs(1)Yb
FBgn0035932	30.1064750155652	0.817843169281906	0.232159975223005	3.52275696315143	0.000427082803620663	0.00600763143759732	chr3L	8808543	8809307	+	protein_coding	CG13308
FBgn0039590	1419.75697088498	0.376072654305519	0.106789298610356	3.52163240324015	0.000428898426518676	0.00602337709060562	chr3R	28607938	28635099	-	protein_coding	CG10011
FBgn0033483	4853.15762229263	-0.286356661981473	0.0813252599630636	-3.52112814778005	0.0004297148943633	0.00602506248158332	chr2R	10078365	10084210	+	protein_coding	egr
FBgn0051216	1465.79692102131	0.339773192433426	0.0965204466702383	3.52021985138817	0.0004311892294235	0.00602620036145832	chr3R	19671449	19698742	+	protein_coding	Naam
FBgn0261811	4356.53281689011	0.361641095654561	0.102723451450796	3.52053100384566	0.000430683639756417	0.00602620036145832	chrX	19830214	19852059	-	protein_coding	pico
FBgn0004650	135.840778251201	-0.600821613851747	0.170760804039267	-3.51849838862075	0.00043399645147339	0.00605565048660692	chrX	1322512	1329438	+	protein_coding	fs(1)N
FBgn0050344	642.759863174284	-0.39512945586747	0.11241053668242	-3.5150571070022	0.000439659433636122	0.00612478866406777	chr2R	9145259	9148512	+	protein_coding	CG30344
FBgn0036290	1061.3465226113	0.389758136693324	0.111084804520579	3.50865393674182	0.000450380513722707	0.0062640543797671	chr3L	12498105	12501311	-	protein_coding	CG10638
FBgn0032140	2122.35524846731	0.381211328948188	0.108684754946968	3.50749586852542	0.000452345377823701	0.00628128389013297	chr2L	9736644	9737949	+	protein_coding	CG13117
FBgn0034950	91.3543741752648	0.669381693984055	0.190866450333918	3.50706838636639	0.000453072694958151	0.0062813010962868	chr2R	23988737	23992049	+	protein_coding	Pask
FBgn0051098	165.33508821135	-0.575098707623461	0.164260378654516	-3.5011407640369	0.000463271077955619	0.0064046855352406	chr3R	25291369	25292977	-	protein_coding	CG31098
FBgn0029506	11976.9869059782	0.390996421537291	0.111680204293896	3.50103605208628	0.000463453143574225	0.0064046855352406	chr2R	7012253	7018362	+	protein_coding	Tsp42Ee
FBgn0038745	1452.98351736528	-0.330120586954822	0.0943220200370186	-3.49993126552272	0.000465378139280113	0.00641845437845202	chr3R	19897371	19903689	-	protein_coding	CG4538
FBgn0010549	416.289033541807	-0.445318892865748	0.127248024217258	-3.49961341722234	0.000465933342927739	0.00641845437845202	chr2R	9390164	9395281	+	protein_coding	l(2)03659
FBti0019249	183.973846412622	-0.580490907451655	0.16591108911356	-3.49880716565202	0.000467344441366731	0.00642765780964005	chr2L	22182156	22182648	+	transposable_element	NA
FBgn0004872	982.892619996336	0.394149172176745	0.112855433959202	3.49251390339992	0.000478496685352938	0.00657059496029884	chr2L	10982204	10987420	-	protein_coding	piwi
FBgn0023129	344.511891864035	-0.440454134335431	0.126216309377022	-3.4896768611713	0.000483604932058585	0.00663021595441967	chr3L	9423252	9424781	+	protein_coding	aay
FBgn0029823	2253.03083881253	0.356912822237766	0.10233109178919	3.4878238470575	0.000486968793565017	0.00666577062204266	chrX	5913066	5916797	-	protein_coding	Shmt
FBgn0261445	6643.84547862227	-0.289028475366995	0.0832545740015475	-3.47162277668519	0.00051732271018972	0.00707007703925951	chr3L	6959553	6964758	-	protein_coding	sgl
FBgn0014033	6476.70028875081	-0.433051130105908	0.124784713157084	-3.4703860685304	0.000519710771609167	0.00709151085992256	chr2L	4121701	4124153	+	protein_coding	Sr-CI
FBgn0053558	2536.22978314616	0.413505601325208	0.119192200795056	3.46923371300282	0.000521945193047969	0.00711078403946139	chr2R	6924686	6971637	-	protein_coding	mim
FBgn0002543	695.696665544205	0.574242703672351	0.165577812362681	3.46811384616274	0.000524125194174716	0.00712925637548029	chr2L	1380085	1420453	-	protein_coding	robo2
FBgn0033844	5010.04759559538	-0.280028194473516	0.0808232603517311	-3.4646980739811	0.000530827071760546	0.00720908162920013	chr2R	13486633	13494862	-	protein_coding	bbc
FBgn0046687	1828.71517552862	-0.478753325709097	0.138212787701667	-3.46388589413656	0.000532432308542482	0.00721954843448435	chrX	5673829	5679977	-	protein_coding	Tre1
FBgn0036279	951.949878018241	-0.419834926981802	0.121354695096007	-3.45956888317885	0.000541040871954885	0.0073247959049792	chr3L	12368645	12391444	-	protein_coding	Ncc69
FBgn0034249	537.489274028783	0.446005892982224	0.129043221297633	3.45625200996439	0.000547742960206156	0.00739239367978698	chr2R	17586424	17590884	-	protein_coding	RhoGAP54D
FBgn0030974	1423.40660334197	-0.32815478841687	0.0949444266272242	-3.45628279693856	0.000547680397870604	0.00739239367978698	chrX	18888977	18893636	-	protein_coding	Flacc
FBgn0265045	2675.41396192564	-0.359660484544653	0.104101213054055	-3.45491156148103	0.000550473355113921	0.00741767133191672	chr2R	15946932	15989498	-	protein_coding	Strn-Mlck
FBgn0029975	2789.5693828182	0.364849501669937	0.105761863860985	3.44972647370796	0.000561154816173825	0.0075381216067077	chrX	7908930	7911885	+	protein_coding	spidey
FBgn0259683	109.525096026284	0.677688772577969	0.196423255950986	3.45014529617141	0.000560284912647569	0.0075381216067077	chr2L	22189525	22214376	-	protein_coding	Ir40a
FBgn0013997	1925.54815499301	0.368441381530599	0.106872142308325	3.44749692083133	0.000565806856600715	0.0075888296379113	chr3L	12146518	12156990	+	protein_coding	Nrx-IV
FBgn0019957	1161.38578651962	-0.400306424087501	0.116247846465185	-3.4435599132358	0.000574109374685941	0.00768826656409919	chr3R	22027708	22029393	+	protein_coding	ND-42
FBgn0263593	2118.52022713805	-0.337140130582591	0.0980187707363005	-3.4395466097978	0.000582689439609054	0.00779110717474178	chr2R	8136985	8156654	-	protein_coding	Lpin
FBgn0039108	237.899271408988	0.569664654949261	0.165730696006944	3.43729115169704	0.000587563645133501	0.00784415600933629	chr3R	23719342	23721625	-	protein_coding	CG10232
FBgn0050035	1294.89267932272	0.422785901246171	0.123037293255195	3.43624189106029	0.000589844084483348	0.00786246714154922	chr2R	11665767	11674782	+	protein_coding	Tret1-1
FBgn0035496	236.498842106126	-0.536475124146817	0.156216330571335	-3.43418080673608	0.0005943476055388	0.00791030943925563	chr3L	4093206	4094344	+	protein_coding	CG14990
FBgn0035608	3523.2513743881	0.379179401603603	0.110438503495197	3.43339858476164	0.000596065143144001	0.007920982416803	chr3L	5497522	5498958	-	protein_coding	blanks
FBgn0038391	428.052740964383	-0.489451884763257	0.142729319571752	-3.429231542838	0.00060529290562551	0.00803127135976425	chr3R	16009104	16019133	+	protein_coding	GATAe
FBgn0038874	107.2241332762	-0.648768540277158	0.189287125472715	-3.42743088658017	0.000609321385515865	0.00807234196952182	chr3R	21247010	21265134	+	protein_coding	ETHR
FBgn0266758	4492.33856049623	-0.328064753407573	0.0957825701816424	-3.42509866654684	0.000614576184853838	0.00812950852472562	chr3R	24544718	24556549	+	protein_coding	Esyt2
FBgn0039538	102.663797232764	0.630407445159017	0.184273897333835	3.42103496089278	0.000623833123322531	0.00823935931276826	chr3R	27679290	27680336	+	protein_coding	CG12883
FBgn0025865	4963.00295505123	0.285327539238117	0.083466460140602	3.41846939186679	0.000629744003094974	0.00829537594478264	chr3R	21061679	21064471	-	protein_coding	Cortactin
FBgn0270927	896.197258111674	-0.345207465641416	0.100986217185521	-3.4183621811206	0.000629992139142549	0.00829537594478264	chr3R	31769292	31771848	-	protein_coding	betaGlu
FBgn0086708	235.497792631942	-0.521133718434903	0.152532266906291	-3.41654739029784	0.000634206243154348	0.00831290637807313	chr3L	13477540	13483515	+	protein_coding	stv
FBgn0030343	1604.61119391986	0.412496637660871	0.120719276348987	3.41699064255809	0.000633174559046525	0.00831290637807313	chrX	11855021	11864754	+	protein_coding	ATP7
FBgn0004584	1814.59726876731	0.380191813156633	0.111277826207094	3.4165999293433	0.000634083875171564	0.00831290637807313	chr2L	2969772	2972508	-	protein_coding	Rrp1
FBgn0016693	7189.24450288903	-0.291856211858705	0.0855750792567361	-3.41052809291709	0.000648372042875253	0.00847693771016688	chr3R	12697321	12704875	+	protein_coding	Past1
FBgn0020416	8715.41673806496	-0.328783528816532	0.096406190932497	-3.41039849864771	0.000648680240912088	0.00847693771016688	chr2L	16445277	16446793	+	protein_coding	Idgf1
FBgn0037901	555.922699311429	0.374020514845379	0.109790991436134	3.40665941670588	0.000657631331651686	0.00858094819022434	chr3R	11433487	11435703	-	protein_coding	Exd2
FBgn0003117	5625.43921080865	-0.368685195810037	0.108337332423872	-3.40312233614493	0.000666204438516594	0.00867972077952869	chr3R	16026078	16041796	+	protein_coding	pnr
FBgn0031245	114.847476409181	0.655296793261204	0.192612476178255	3.40215133652481	0.000668576042280632	0.00869752081469135	chr2L	283384	291795	-	protein_coding	CG3625
FBgn0037896	72.6810949019555	0.669897925703595	0.197194102168471	3.39714990629524	0.000680916543976709	0.00883149778402176	chr3R	11419375	11421693	-	protein_coding	ninaG
FBgn0034753	7953.87404622183	0.311507036725416	0.0916876151941892	3.39748215793007	0.000680090226972798	0.00883149778402176	chr2R	22644645	22646344	-	protein_coding	CG2852
FBgn0026576	777.824557382743	-0.369958757005082	0.109092793062543	-3.3912300402189	0.000695796726972899	0.00901098425904573	chr3R	24050782	24053592	+	protein_coding	Pisd
FBgn0262582	8884.55708828598	-0.405118855544509	0.119483736751063	-3.3905773836698	0.000697455612278671	0.00901896637043764	chr3R	20252769	20303942	+	protein_coding	cic
FBgn0030318	1973.76307827761	0.381370699365576	0.112515567554585	3.38949274002072	0.000700220630097588	0.00904120697160333	chrX	11599837	11606288	+	protein_coding	rho-4
FBgn0033924	377.453309593201	0.455039052110729	0.134358416873305	3.38675508911224	0.000707244930255582	0.00911829492047845	chr2R	14352230	14355674	+	protein_coding	CG8613
FBgn0014163	3758.49012335436	0.522957158935018	0.154584962304751	3.38297562154883	0.00071704997042966	0.0092309513306354	chr3L	16402795	16411828	-	protein_coding	fax
FBgn0286785	792.99132523798	-0.366054358031959	0.108342784643135	-3.37866854020492	0.000728377698247476	0.00936284616276213	chr2R	15248783	15258498	+	protein_coding	scb
FBgn0087035	7138.95535494557	-0.272365400786538	0.0806494259268374	-3.37715238089381	0.000732404634097923	0.00940064167593639	chr3L	15554112	15561042	+	protein_coding	AGO2
FBgn0003862	3557.11399594267	-0.426201140133308	0.126341742992207	-3.37339924271583	0.000742462137473544	0.00951561474264241	chr3R	14263357	14286903	-	protein_coding	trx
FBgn0286781	2472.6019399228	0.291509928278131	0.0864255181344576	3.37296130321846	0.000743644029917997	0.00951666346571094	chr2L	17474911	17477888	-	protein_coding	cass
FBgn0051005	301.869223092058	-0.447805103696785	0.132786617242058	-3.37236622935033	0.000745252790256286	0.00952316379395441	chr3R	31236034	31252608	-	protein_coding	qless
FBgn0034365	358.545513070408	-0.427527266970604	0.126855613190201	-3.37018801312001	0.000751169127569463	0.00957851601576179	chr2R	18621540	18622986	+	protein_coding	CG5335
FBgn0020762	1094.55762121628	-0.386320403638298	0.114636594435575	-3.36995708517324	0.000751798910496157	0.00957851601576179	chr2L	4333912	4345776	+	protein_coding	Atet
FBgn0041183	162.935093490056	-0.542822519335764	0.161132659573856	-3.36879265054866	0.000754982014044876	0.00960492559338562	chr2L	15888639	15893811	-	protein_coding	Tep1
FBgn0032785	215.770894719342	-0.510322175234807	0.151664955263619	-3.36479956327276	0.000765992823467242	0.00973069591162278	chr2L	19454255	19457723	+	protein_coding	CG10026
FBgn0010246	6961.75704926881	-0.363147657469752	0.108029374336755	-3.36156401626217	0.000775023890750431	0.00983098486639587	chr3L	1318479	1329617	+	protein_coding	Myo61F
FBgn0025574	410.379629748562	0.436091882095635	0.129770625204976	3.3604822463236	0.000778065311370721	0.00985511421474101	chr3R	23860161	23890052	-	protein_coding	Pli
FBgn0259741	32.0571710135402	0.768447616586141	0.228745501807553	3.35939990300944	0.000781119429364739	0.00987933360151221	chrX	9575125	9576247	-	protein_coding	CG42395
FBgn0243512	2046.49313802412	-0.398604847121924	0.118704407688883	-3.35796163666173	0.000785195098828198	0.00991638364958064	chr3R	8105331	8122294	+	protein_coding	puc
